Data,Iterations,Time
4,10000,0.001783
4,100000,0.0002327
4,1000000,0.002641
4,10000000,0.02443
9,10000,0.0001444
9,100000,0.0003105
9,1000000,0.002734
9,10000000,0.02388
100,10000,0.0001504
100,100000,0.000309
100,1000000,0.002594
100,10000000,0.02342
400,10000,0.0001517
400,100000,0.0002375
400,1000000,0.002561
400,10000000,0.02365
1024,10000,0.0001514
1024,100000,0.0003377
1024,1000000,0.002813
1024,10000000,0.02413
