Data,Iterations,Time
4,10000,7.33e-05
4,100000,0.0001434
4,1000000,0.0007086
4,10000000,0.006526
9,10000,0.000134
9,100000,0.0001561
9,1000000,0.0005536
9,10000000,0.006549
100,10000,0.0001468
100,100000,0.0001377
100,1000000,0.000707
100,10000000,0.006365
400,10000,0.0001529
400,100000,0.0001397
400,1000000,0.0005711
400,10000000,0.0063
1024,10000,0.0001697
1024,100000,0.0001565
1024,1000000,0.0005352
1024,10000000,0.006146
