Data,Iterations,Time
4,10000,0.000466
4,100000,0.005157
4,1000000,0.056115
4,10000000,0.678541
9,10000,0.000184
9,100000,0.002192
9,1000000,0.050167
9,10000000,0.659128
100,10000,0.000157
100,100000,0.001974
100,1000000,0.050100
100,10000000,0.660904
400,10000,0.000159
400,100000,0.002032
400,1000000,0.049937
400,10000000,0.656136
1024,10000,0.000159
1024,100000,0.002021
1024,1000000,0.049812
1024,10000000,0.651297
