4,10000,0.000036
4,100000,0.000318
4,1000000,0.003017
4,10000000,0.030127
9,10000,0.000034
9,100000,0.000299
9,1000000,0.003011
9,10000000,0.030168
100,10000,0.000035
100,100000,0.000313
100,1000000,0.003009
100,10000000,0.030111
400,10000,0.000036
400,100000,0.000318
400,1000000,0.002990
400,10000000,0.030234
1024,10000,0.000037
1024,100000,0.000323
1024,1000000,0.003092
1024,10000000,0.030202
