Data,Iterations,Time
4,10000,0.003659
4,100000,0.0002147
4,1000000,0.002386
4,10000000,0.01907
9,10000,9.638e-05
9,100000,0.0001448
9,1000000,0.00217
9,10000000,0.02305
100,10000,0.0001054
100,100000,0.0001475
100,1000000,0.002269
100,10000000,0.02085
400,10000,0.0001053
400,100000,0.0001482
400,1000000,0.002257
400,10000000,0.02287
1024,10000,0.0001219
1024,100000,0.0002342
1024,1000000,0.002295
1024,10000000,0.01924
