Data,Iterations,Time
4,10000,0.001954
4,100000,0.002406
4,1000000,0.001351
4,10000000,0.005367
9,10000,0.003171
9,100000,0.000653
9,1000000,0.002823
9,10000000,0.004707
100,10000,0.001588
100,100000,0.002824
100,1000000,0.001752
100,10000000,0.005586
400,10000,0.001533
400,100000,0.001326
400,1000000,0.002740
400,10000000,0.004708
1024,10000,0.002642
1024,100000,0.000635
1024,1000000,0.001926
1024,10000000,0.006342
